job_id~job_title~company_name~company_location~pay_range~job_level~employment_type~job_posted_date~industry
3983273674~Business Intelligence Developer (ID#4601)~New Value Solutions~British Columbia, Canada~~Not Applicable~Contract~2024-07-24 14:52:00~IT Services and IT Consulting
3970466040~BI Engineer - Black Panther~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-07 14:53:33~Computer Games, IT Services and IT Consulting, and Software Development
4000599709~Junior Data Engineer~Patterned Learning Career~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-14 01:53:34~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:53:35~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:53:36~IT Services and IT Consulting
3945927713~Data Engineer-SQL, Python, ETL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-06-15 14:53:38~IT Services and IT Consulting
3938008278~Data/ML Engineer~Raydiant~Ontario, Canada~~Entry level~Full-time~2024-08-07 14:53:39~Software Development
3997862400~Data Engineer~Lyft~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 14:53:40~Ground Passenger Transportation
3988395157~Data Engineer~Capgemini~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-07 14:53:41~IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services
3995437031~Data Engineer~Sectigo~Kanata, Ontario, Canada~~Entry level~Full-time~2024-08-07 14:53:45~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:53:47~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:53:48~IT Services and IT Consulting
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 14:53:48~Internet Publishing
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:53:49~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3998825943~Business intelligence Analyst~Coveo~Greater Montreal Metropolitan Area~~Mid-Senior level~Contract~2024-08-13 14:53:49~Software Development
3945927713~Data Engineer-SQL, Python, ETL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-06-15 14:53:51~IT Services and IT Consulting
3938008278~Data/ML Engineer~Raydiant~Ontario, Canada~~Entry level~Full-time~2024-08-07 14:53:53~Software Development
3997862400~Data Engineer~Lyft~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 14:53:54~Ground Passenger Transportation
3988395157~Data Engineer~Capgemini~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-07 14:53:54~IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services
3970466040~BI Engineer - Black Panther~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-07 14:53:57~Computer Games, IT Services and IT Consulting, and Software Development
4000599709~Junior Data Engineer~Patterned Learning Career~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-14 01:53:58~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:53:59~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:01~IT Services and IT Consulting
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:02~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:04~Higher Education
3938008278~Data/ML Engineer~Raydiant~Ontario, Canada~~Entry level~Full-time~2024-08-07 14:54:06~Software Development
3997862400~Data Engineer~Lyft~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 14:54:07~Ground Passenger Transportation
3988395157~Data Engineer~Capgemini~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:07~IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services
3970466040~BI Engineer - Black Panther~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-07 14:54:08~Computer Games, IT Services and IT Consulting, and Software Development
4000599709~Junior Data Engineer~Patterned Learning Career~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-14 01:54:09~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:54:11~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:11~IT Services and IT Consulting
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:12~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:13~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:14~Human Resources Services
3997862400~Data Engineer~Lyft~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-10 14:54:16~Ground Passenger Transportation
3988395157~Data Engineer~Capgemini~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:16~IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services
3970466040~BI Engineer - Black Panther~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-07 14:54:18~Computer Games, IT Services and IT Consulting, and Software Development
4000599709~Junior Data Engineer~Patterned Learning Career~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-14 01:54:18~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:54:19~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:20~IT Services and IT Consulting
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:21~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:22~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:23~Human Resources Services
3925392242~Data Engineer~Hour Consulting~North York, Ontario, Canada~~Associate~Full-time~2024-05-16 14:54:23~Staffing and Recruiting
3988395157~Data Engineer~Capgemini~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:31~IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services
3970466040~BI Engineer - Black Panther~Electronic Arts (EA)~Vancouver, British Columbia, Canada~~Not Applicable~Full-time~2024-08-07 14:54:32~Computer Games, IT Services and IT Consulting, and Software Development
4000599709~Junior Data Engineer~Patterned Learning Career~Calgary, Alberta, Canada~~Mid-Senior level~Full-time~2024-08-14 01:54:32~Software Development
3888469037~Data Engineer-Azure, SQL- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 14:54:33~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:34~IT Services and IT Consulting
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:35~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:36~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:36~Human Resources Services
3925392242~Data Engineer~Hour Consulting~North York, Ontario, Canada~~Associate~Full-time~2024-05-16 14:54:37~Staffing and Recruiting
3982952424~Data Engineer~QuantumBricks~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-24 14:54:39~IT Services and IT Consulting
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:41~IT Services and IT Consulting
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 14:54:42~Internet Publishing
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:43~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3998825943~Business intelligence Analyst~Coveo~Greater Montreal Metropolitan Area~~Mid-Senior level~Contract~2024-08-13 14:54:45~Software Development
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:46~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:47~Human Resources Services
3925392242~Data Engineer~Hour Consulting~North York, Ontario, Canada~~Associate~Full-time~2024-05-16 14:54:48~Staffing and Recruiting
3982952424~Data Engineer~QuantumBricks~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-24 14:54:49~IT Services and IT Consulting
3988339663~Data Engineer~Astek~Toronto, Ontario, Canada~~Associate~Contract~2024-08-07 14:54:50~IT Services and IT Consulting
3899622039~Data Engineer (x1)-Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:50~Human Resources Services
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:53~IT Services and IT Consulting
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 14:54:54~Internet Publishing
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:54:55~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3998825943~Business intelligence Analyst~Coveo~Greater Montreal Metropolitan Area~~Mid-Senior level~Contract~2024-08-13 14:54:56~Software Development
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:54:56~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:54:58~Human Resources Services
3925392242~Data Engineer~Hour Consulting~North York, Ontario, Canada~~Associate~Full-time~2024-05-16 14:54:59~Staffing and Recruiting
3982952424~Data Engineer~QuantumBricks~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-24 14:55:01~IT Services and IT Consulting
3988339663~Data Engineer~Astek~Toronto, Ontario, Canada~~Associate~Contract~2024-08-07 14:55:01~IT Services and IT Consulting
3899622039~Data Engineer (x1)-Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:55:03~Human Resources Services
3953406304~BI Analyst~Fusemachines~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 14:55:04~Internet Publishing
3991907496~Power Markets Data Engineer~Liberty~Alberta, Canada~~Mid-Senior level~Full-time~2024-08-07 14:55:05~Industrial Machinery Manufacturing, Oil and Gas, and Utilities
3998825943~Business intelligence Analyst~Coveo~Greater Montreal Metropolitan Area~~Mid-Senior level~Contract~2024-08-13 14:55:05~Software Development
3981818099~Business Intelligence Analyst~University of Niagara Falls Canada~Niagara Falls, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 14:55:06~Higher Education
3888849251~Data Engineer (x1)- Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:55:07~Human Resources Services
3925392242~Data Engineer~Hour Consulting~North York, Ontario, Canada~~Associate~Full-time~2024-05-16 14:55:08~Staffing and Recruiting
3982952424~Data Engineer~QuantumBricks~Toronto, Ontario, Canada~~Entry level~Contract~2024-07-24 14:55:08~IT Services and IT Consulting
3988339663~Data Engineer~Astek~Toronto, Ontario, Canada~~Associate~Contract~2024-08-07 14:55:09~IT Services and IT Consulting
3899622039~Data Engineer (x1)-Canada~Zortech Solutions~Canada~~Entry level~Full-time~2024-04-16 14:55:11~Human Resources Services
3964675343~Data Engineer (Analytics)~Modus Create~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-07-15 14:55:12~Technology, Information and Internet
3993802818~Data Engineer~QuantumBricks~Canada~~Mid-Senior level~Full-time~2024-08-07 14:55:14~IT Services and IT Consulting
